name,salts,packaging_form,quantity,retail_price,cluster_id
zerodol th 8mg tab 1x10,aceclofenac 100 mg + thiocolchicoside 8 mg,Strip TABLET,10,374.85,1
zerodol th 8mg tablet 10s,aceclofenac 100 mg+thiocolchicoside 8 mg,STRIP,10 Tablet(s) in a Strip,374.85,1
zerodol th 8 tablet,aceclofenac (100mg) + thiocolchicoside (8mg),strip,10.0 tablets in 1 strip,374.85,1
zerodol th 8 tablet 10s,aceclofenac-100mg + thiocolchicoside-8mg,Strip | Tablet,10,374.5,1
zerodol th max 4mg100mg325mg tablet,thiocolchicoside (4mg) + aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,209.0,4
zerodol th max 4mg strip of 10 tablets,aceclofenac(100.0 mg) + thiocolchicoside(4.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,190.05,4
zerodol th max 4 tablet 10s,aceclofenac 100 mg+paracetamol 325 mg+thiocolchicoside 4 mg,STRIP,10 Tablet(s) in a Strip,190.05,4
zerodol th max 8mg strip of 10 tablets,aceclofenac(100.0 mg) + thiocolchicoside(8.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,289.75,4
zerodol th max 8 tablet,thiocolchicoside (8mg) + aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,289.75,4
zerodol th max 8 tablet 10s,aceclofenac-100mg + paracetamol-325mg + thiocolchicoside-8mg,Strip | Tablet,10,289.5,4
zerodol th max 8 tablet 10s,aceclofenac 100 mg+paracetamol 325 mg+thiocolchicoside 8 mg,STRIP,10 Tablet(s) in a Strip,289.75,4
zerodol th od 16mg strip of 10 capsules,thiocolchicoside(16.0 mg) + aceclofenac(200.0 mg),STRIP,10 Capsule(s) in Strip,175.0,1
zerodol th od 16mg tablet,aceclofenac-16mg + thiocolchicoside-16mg,Strip | Tablet,1,195.0,1
zerodol th od 200 mg16 mg capsule sr,"aceclofenac 200mg,thiocolchicoside 16mg",strip,16,195.0,1
zerodol th od 200 mg8 mg capsule sr,aceclofenac (200mg) + thiocolchicoside (8mg),strip,5.0 capsule sr in 1 strip,230.0,1
zerodol th od 8 capsule 5s,aceclofenac-200mg + thiocolchicoside-8mg,Strip | Capsule,5,230.0,1
zerodol th od 8mg capsule 5s,aceclofenac 200 mg+thiocolchicoside 8 mg,STRIP,5 Capsule(s) in a Strip,230.0,1
zerodol th od 8mg strip of 10 capsules,aceclofenac(200.0 mg) + thiocolchicoside(8.0 mg),STRIP,10 Capsule(s) in Strip,190.2,1
zerodol th od 8mg strip of 5 capsules,aceclofenac(200.0 mg) + thiocolchicoside(8.0 mg),STRIP,5 Capsule(s) in Strip,230.0,1
zerodol th od 8mg strip of 5 tablets,aceclofenac(200.0 mg) + thiocolchicoside(8.0 mg),STRIP,5 Tablet(s) in Strip,209.15,1
afpin cl strip of 10 capsules,boswelia serrata extract(50.0 mg) + curcuma longa rhizome extract(400.0 mg),STRIP,10 Capsule(s) in Strip,235.5,1
cumigold capsule 10s,nano curcumin-500mg + piperine-5mg,Strip | Capsule,10,367.0,1
cumigold strip of 10 capsules,nano curcumin + piperine,STRIP,10 Capsule(s) in Strip,297.0,3
celtere 120 injection 30 ml,docetaxel-120mg,Vial | Injection,0.3,15620.0,2
celtere 120mg injection,docetaxel(120.0 mg),INJECTION,1 Injection(s) in Injection,7004.07,2
celtere 20mg injection,docetaxel(20.0 mg),INJECTION,1 Injection(s) in Injection,3200.0,2
celtere 20 mg injection 05 ml,docetaxel-20mg,Vial | Injection,0.5,3927.0,2
celtere 80mg injection,docetaxel,VIAL,1 VIAL(s),15070.0,2
celtere 80 mg injection 2 ml,docetaxel-80mg,Vial | Injection,2,15070.0,2
nimulid 100 mg strip of 10 tablets,nimesulide(100.0 mg),STRIP,10 Tablet(s) in Strip,93.28,1
nimulid 100mg strip of 15 tablets,nimesulide(100.0 mg),STRIP,15 Tablet(s) in Strip,93.28,1
nimulid ap 100mg325mg tablet,aceclofenac (100mg) + paracetamol (325mg),strip,15.0 tablets in 1 strip,68.51,4
nimulidap tablet 15s,aceclofenac-100mg + paracetamol-325mg,Strip | Tablet,15,68.5,4
nimulid ath 100mg4mg tablet,aceclofenac (100mg) + thiocolchicoside (4mg),strip,10.0 tablets in 1 strip,143.3909250764526,1
nimulid ath 100mg8mg tablet,aceclofenac (100mg) + thiocolchicoside (8mg),strip,10.0 tablets in 1 strip,143.3909250764526,1
nimulidath 4 tablet 10s,aceclofenac-100mg + thiocolchicoside-4mg,Strip | Tablet,10,174.0,1
nimulidath 8 tablet 10s,aceclofenac-100mg + thiocolchicoside-8mg,Strip | Tablet,10,264.5,1
nimulid ds 200mg tablet,nimesulide (200mg),strip,10.0 tablets in 1 strip,37.5,1
nimulid ds 200mg tablets,nimesulide(200.0 mg),STRIP,10 Tablet(s) in Strip,38.46,1
nimulid ef tablet,nimesulide na,strip,10 tablets,44.28,1
nimulid ef tablet 2,nimesulide,STRIP,2 Tablet(s) in Strip,5.9,1
nimulid er tablet,nimesulide(200.0 mg),STRIP,10 Tablet(s) in Strip,77.1,1
nimulid hf strip of 10 tablets,nimesulide(100.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,74.7,4
nimulidhf tablet,"nimesulide 100mg,paracetamol/acetaminophen 325mg",strip,10 tablets,61.8,4
nimulid hf tablet,nimesulide-100mg + paracetamol-325mg,Strip | Tablet,10,74.5,4
nimulid md kid tablet,nimesulide(50.0 mg),STRIP,10 Tablet(s) in Strip,56.97,1
nimulid md strip of 10 tablets,nimesulide(100.0 mg),STRIP,10 Tablet(s) in Strip,98.65,1
nimulid md strip of 15 tablets,nimesulide(100.0 mg),STRIP,15 Tablet(s) in Strip,108.45,1
nimulidmd tablet,nimesulide 100mg,strip,10 tablets,108.45,1
nimulid md tablet 15s,nimesulide-100mg,Strip | Tablet,15,108.0,1
nimulidmd tablet orange,nimesulide (100mg),strip,15.0 tablet dt in 1 strip,108.45,1
nimulid mr 100mg2mg tablet,"nimesulide 100mg,tizanidine 2mg",strip,2,119.1,1
nimulid mr tablets,nimesulide(100.0 mg) + tizanidine(2.0 mg),STRIP,10 Tablet(s) in Strip,119.1,1
nimulid nu gel 30gm,nimesulide(10.0 mg),TUBE,30g Gel in Tube,75.5,3
nimulid safe 75mg injection,nimesulide 75mg,injection,75,17.0,2
nimulid safe 75mg injection 2ml,nimesulide(75.0 mg),AMPOULE,2ml Injection in Ampoule,14.0,2
nimulid sp 100 mg15 mg capsule,"nimesulide 100mg,serratiopeptidase 15mg",strip,15,88.4,1
nimulid sp capsules,serratiopeptidase(15.0 mg) + nimesulide(100.0 mg),STRIP,10 Capsule(s) in Strip,88.4,1
nimulid strip of 10 tablets,nimesulide(100.0 mg),STRIP,10 Tablet(s) in Strip,93.28,1
nimulid syrup,nimesulide (50mg/5ml),bottle,60.0 ml in 1 bottle,26.62,0
nimulid syrup 30ml,nimesulide,BOTTLE,30ml Syrup in Bottle,12.57,0
nimulid syrup 60ml,nimesulide(50.0 mg),BOTTLE,60ml Suspension in Bottle,25.35,0
nimulid tablet,nimesulide 100mg,strip,10 tablets,93.28,1
nimulid tablet 15s,nimesulide-100mg,Strip | Tablet,15,93.0,1
nimulid transgel 30 gm,nimesulide-1%w/w,Tube | Gel,30,76.5,3
nimulid tube of 30gm transgel,nimesulide(10.0 mg),TUBE,30g Gel in Tube,84.15,3
nimulide p 100mg325mg tablet,nimesulide (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,42.0,4
corsango d3 strip of 15 tablets,vitamin d3 / cholecalciferol(500.0 iu) + elemental calcium(500.0 mg),STRIP,15 Tablet(s) in Strip,223.0,1
corsangod3 suspension 100ml,calcium-200mg + vitamin d3-125iu,Bottle | Suspension,100,125.0,0
corsango d3 suspension 100ml,calcium carbonate(200.0 mg) + vitamin d3 / cholecalciferol(125.0 iu),BOTTLE,100ml Suspension in Bottle,125.0,0
corsangod3 tablet 15s,elemental calcium-500mg + vitamin d3-500iu,Strip | Tablet,15,223.0,1
risdone 1mg liquid 60ml,risperidone 1 mg,BOTTLE,60ML,148.43,0
risdone 1mg tablet,risperidone(1.0 mg),STRIP,10 Tablet(s) in Strip,26.16,1
risdone 1mg tablet 10s,risperidone 1 mg,STRIP,10 Tablet(s) in a Strip,29.33,1
risdone 1 tablet,risperidone 1mg,strip,1,23.06,1
risdone1 tablet 10s,risperidone-1mg,Strip | Tablet,10,29.0,1
risdone 2mg tab 1x10,risperidone 2 mg,Strip TABLET,10,50.18,1
risdone 2mg tablet,risperidone(2.0 mg),STRIP,10 Tablet(s) in Strip,41.84,1
risdone 2mg tablet 10s,risperidone 2 mg,STRIP,10 Tablet(s) in a Strip,50.18,1
risdone 2 tablet,risperidone 2mg,strip,2,41.07,1
risdone 2 tablet 10s,risperidone-2mg,Strip | Tablet,10,50.0,1
risdone 3mg tab 1x10,risperidone 3 mg,Strip TABLET,10,78.0,1
risdone 3mg tablet 10s,risperidone 3 mg,STRIP,10 Tablet(s) in a Strip,71.0,1
risdone 3mg tablets,risperidone(3.0 mg),STRIP,10 Tablet(s) in Strip,78.0,1
risdone 3 tablet,risperidone (3mg),strip,10.0 tablets in 1 strip,78.0,1
risdone 3 tablet 10s,risperidone-3mg,Strip | Tablet,10,78.0,1
risdone 4mg tablet 10s,risperidone 4 mg,STRIP,10 Tablet(s) in a Strip,81.57,1
risdone 4mg tablets,risperidone(4.0 mg),STRIP,10 Tablet(s) in Strip,72.75,1
risdone 4 tablet,risperidone 4mg,strip,4,64.12,1
risdone 4 tablet 10s,risperidone-4mg,Strip | Tablet,10,81.5,1
risdoneforte tablet,risperidone (4mg) + trihexyphenidyl (2mg),strip,10.0 tablets in 1 strip,114.0,1
risdone forte tablet,risperidone(4.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg),STRIP,10 Tablet(s) in Strip,95.5,1
risdone forte tablet 10s,risperidone-4mg + trihexyphenidyl-2mg,Strip | Tablet,10,114.0,1
risdone forte tablet 10s,risperidone 4 mg+trihexyphenidyl 2 mg,STRIP,10 Tablet(s) in a Strip,114.0,1
risdone liquid 60 ml,risperidone-1mg,Bottle | Solution,60,148.0,0
risdone ls tablet,risperidone (2mg) + trihexyphenidyl (2mg),strip,10.0 tablets in 1 strip,85.0,1
risdone ls tablet,risperidone(2.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg),STRIP,10 Tablet(s) in Strip,85.0,1
risdone ls tablet 10s,risperidone-2mg + trihexyphenidyl-2mg,Strip | Tablet,10,85.0,1
risdone ls tablet 10s,risperidone 2 mg+trihexyphenidyl 2 mg,STRIP,10 Tablet(s) in a Strip,85.0,1
risdone mt 05mg tablet,risperidone(0.5 mg),STRIP,10 Tablet(s) in Strip,33.5,1
risdone mt 05mg tablet 10s,risperidone 0.5 mg,STRIP,10 Tablet(s) in a Strip,33.5,1
risdone mt 05 tablet 10s,risperidone-0.5mg,Strip | Tablet,10,33.5,1
risdone mt 05 tablet md,risperidone 0.5mg,strip,05,30.5,1
risdone mt 1mg tablet,risperidone(1.0 mg),STRIP,10 Tablet(s) in Strip,33.91,1
risdone mt 1mg tablet,risperidone-1mg,Strip | Tablet,10,33.5,1
risdone mt 1mg tablet 10s,risperidone 1 mg,STRIP,10 Tablet(s) in a Strip,33.91,1
risdone mt 1 tablet,risperidone 1mg,strip,1,32.75,1
risdone mt 2mg tab 1x10,risperidone 2 mg,Strip,10,50.18,1
risdone mt 2mg tablet,risperidone 2mg,strip,2,47.0,1
risdone mt 2mg tablet,risperidone(2.0 mg),STRIP,10 Tablet(s) in Strip,51.0,1
risdone mt 2mg tablet 10s,risperidone 2 mg,STRIP,10 Tablet(s) in a Strip,50.18,1
risdonemt2 tablet 10s,risperidone-2mg,Strip | Tablet,10,50.0,1
risdoneplus tablet,"risperidone 3mg,trihexyphenidyl/benzhexol 2mg",strip,10 tablets,59.5,1
risdone plus tablet,risperidone(3.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg),STRIP,10 Tablet(s) in Strip,71.0,1
risdone plus tablet 10s,risperidone-3mg + trihexyphenidyl-2mg,Strip | Tablet,10,85.0,1
risdone plus tablet 10s,risperidone 3 mg+trihexyphenidyl 2 mg,STRIP,10 Tablet(s) in a Strip,85.0,1
risdone suspension 60ml,risperidone(1.0 mg),BOTTLE,60ml Oral Liquid in Bottle,130.37,0
risdone syp 60ml,risperidone 1 mg,Bottle SYRUP,60,148.43,0
neovec 10mg dry vial of 1 powder for injection,vecuronium(10.0 mg),DRY VIAL,1 Powder For Injection(s) in Dry Vial,109.5,2
neovec 10mg injection,vecuronium bromide,VIAL,1 VIAL(s),122.75,2
neovec 20mg injection,vecuronium bromide,INJECTION,20ml Injection,473.0,2
neovec20mg inj,vecuronium-20mg,Vial | Injection,1,520.0,2
neovec 4mg ampoule of 1 powder for injection,vecuronium(4.0 mg),AMPOULE,1 Powder For Injection(s) in Ampoule,90.5,2
neovec 4mg injection,vecuronium 4mg,injection,4,135.0,2
oflomac 03 ee drops 5ml,ofloxacin(0.3 %) + dexamethasone(0.1 %),BOTTLE,5ml Eye/Ear Drop in Bottle,19.05,0
oflomac 100mg strip of 10 tablets,ofloxacin(100.0 mg),STRIP,10 Tablet(s) in Strip,50.6,1
oflomac 100mg tab 1x10,ofloxacin 100 mg,Strip,10,50.6,1
oflomac 100 tablet,ofloxacin (100mg),strip,10.0 tablets in 1 strip,61.05,1
oflomac 100 tablet 10s,ofloxacin-100mg,Strip | Tablet,10,61.0,1
oflomac 200mg infusion,ofloxacin (200mg),bottle,100.0 ml in 1 bottle,137.5,0
oflomac 200mg strip of 10 tablets,ofloxacin(200.0 mg),STRIP,10 Tablet(s) in Strip,88.5,1
oflomac 200 tablet,ofloxacin (200mg),strip,10.0 tablets in 1 strip,88.5,1
oflomac 200 tablet 10s,ofloxacin-200mg,Strip | Tablet,10,88.5,1
oflomac 300mg strip of 10 tablets,ofloxacin(300.0 mg),STRIP,10 Tablet(s) in Strip,146.3,1
oflomac 300 tablet,ofloxacin 300mg,strip,300,110.0,1
oflomac 300 tablet 10s,ofloxacin-300mg,Strip | Tablet,10,146.0,1
oflomac 400mg strip of 10 tablets,ofloxacin(400.0 mg),STRIP,10 Tablet(s) in Strip,139.7,1
oflomac 400mg tab 1x10,ofloxacin 400 mg,Strip,10,153.0,1
oflomac 400 tablet,ofloxacin 400mg,strip,400,127.0,1
oflomac 400 tablet 10s,ofloxacin-400mg,Strip | Tablet,10,184.5,1
oflomac 50 oral solution 60 ml,ofloxacin-50mg,Bottle | Oral Solution,60,72.5,0
oflomac cx 100dt tablet 10s,cefixime-100mg + ofloxacin-100mg,Strip | Tablet,10,70.0,1
oflomac cx 100mg100mg tablet dt,cefixime (100mg) + ofloxacin (100mg),strip,10.0 tablet dt in 1 strip,77.0,1
oflomac cx 100mg dt strip of 10 tablets,ofloxacin(100.0 mg) + cefixime(100.0 mg),STRIP,10 Tablet(s) in Strip,88.5,1
oflomac cx 200 mg200 mg tablet,"cefixime 200mg,ofloxacin 200mg",strip,200,145.0,1
oflomac cx 200mg strip of 10 tablets,cefixime(200.0 mg) + ofloxacin(200.0 mg),STRIP,10 Tablet(s) in Strip,192.0,1
oflomac cx bottle of 30ml dry syrup,cefixime + ofloxacin,BOTTLE,30ml Dry Syrup in Bottle,43.6,0
oflomac cx dry syrup,cefixime (50mg/5ml) + ofloxacin (50mg/5ml),bottle,30.0 ml in 1 bottle,46.0,0
oflomac dx bottle of 5ml eyeear drops,ofloxacin(0.3 %) + dexamethasone(0.1 %),BOTTLE,5ml Eye/Ear Drop in Bottle,7.51,0
oflomac dx eyeear drops,ofloxacin (0.3%) + dexamethasone (0.1%),bottle,5.0 ml in 1 packet,7.51,0
oflomac eyeear drops,ofloxacin-0.3%w/v,Bottle | Eye/Ear Drops,5,19.05,0
oflomac forte bottle of 30ml oral solution,ofloxacin(100.0 mg/5ml),BOTTLE,30ml Oral Solution in Bottle,71.25,0
oflomac forte oral solution 30 ml,ofloxacin-100mg,Bottle | Oral Solution,30,71.0,0
oflomac forte oral solution 60 ml,ofloxacin-100mg,Bottle | Oral Solution,60,156.5,0
oflomac injection 100ml,ofloxacin(200.0 mg),BOTTLE,100ml Infusion in Bottle,125.4,2
oflomac iv 100ml,ofloxacin-200mg + sodium chloride-0.9g,Bottle | Infusion,100,137.5,0
oflomac iv 200mg infusion,ofloxacin (200mg),bottle,200.0 ml in 1 bottle,79.0,0
oflomac m bottle of 30ml suspension,ofloxacin(50.0 mg/5ml) + metronidazole(100.0 mg/5ml),BOTTLE,30ml Suspension in Bottle,45.68,0
oflomac m bottle of 60ml suspension,ofloxacin(50.0 mg/5ml) + metronidazole(100.0 mg/5ml),BOTTLE,60ml Suspension in Bottle,62.7,0
oflomacm forte suspension,ofloxacin (100mg/5ml) + metronidazole (200mg/5ml),bottle,60.0 ml in 1 bottle,88.25,0
oflomac m forte suspension 30ml,ofloxacin(100.0 mg/5ml) + metronidazole(200.0 mg/5ml),BOTTLE,30ml Suspension in Bottle,46.18,0
oflomacm forte suspension 60 ml,metronidazole-200mg + ofloxacin-100mg,Bottle | Suspension,60,88.0,0
oflomac m forte suspension 60ml,ofloxacin(100.0 mg/5ml) + metronidazole(200.0 mg/5ml),BOTTLE,60ml Suspension in Bottle,88.25,0
oflomac m forte syrup 30 ml,"ofloxacin-100mg,metronidazole",Bottle | Syrup,30,80.0,0
oflomacm suspension,ofloxacin (50mg/5ml) + metronidazole (100mg/5ml),bottle,60.0 ml in 1 bottle,62.7,0
oflomacm suspension 30 ml,metronidazole-100mg + ofloxacin-50mg,Bottle | Suspension,30,62.5,0
oflomacm suspension 60 ml,metronidazole-100mg + ofloxacin-50mg,Bottle | Suspension,60,62.5,0
oflomacm tablet,ofloxacin (na) + metronidazole (na),strip,10.0 tablets in 1 strip,11.13,1
oflomac m tablets,ofloxacin(200.0 mg) + metronidazole(600.0 mg),STRIP,10 Tablet(s) in Strip,11.13,1
oflomac mn suspension 30ml,metronidazole + ofloxacin,BOTTLE,30ml Suspension in Bottle,29.73,0
oflomac mn suspension 60ml,metronidazole + ofloxacin,BOTTLE,60ml Suspension in Bottle,209.25,0
oflomac mn syrup,"ofloxacin 50mg/5ml,metronidazole 100mg/5ml",bottle,100 ml,44.41,0
oflomac mn syrup 60 ml,metronidazole-100mg + ofloxacin-50mg,Bottle | Syrup,60,72.5,0
oflomac od 100 mg strip of 10 tablets,ofloxacin(100.0 mg),STRIP,10 Tablet(s) in Strip,34.37,1
oflomac od 100mg tablet,ofloxacin 100mg,strip,100,34.37,1
oflomac od 400mg tablet,ofloxacin (400mg),strip,5.0 tablets in 1 strip,52.11,1
oflomac od tablets,ofloxacin(400.0 mg),STRIP,5 Tablet(s) in Strip,52.11,1
oflomac oz 200 mg500 mg infusion,"ofloxacin 200mg,ornidazole 500mg",bottle,500,136.75,0
oflomac oz infusion 100ml,ofloxacin(200.0 mg) + ornidazole(500.0 mg),VIAL,100ml Infusion in Vial,136.75,0
oflomac oz strip of 10 tablets,ofloxacin(200.0 mg) + ornidazole(500.0 mg),STRIP,10 Tablet(s) in Strip,179.3,1
oflomac oz suspension,"ofloxacin 50mg/5ml,ornidazole 125mg/5ml",bottle,100 ml,45.9,0
oflomac oz syrup 30ml,ofloxacin + ornidazole,BOTTLE,30ml Suspension in Bottle,45.9,0
oflomac oz tablet,"ofloxacin 200mg, ornidazole 500mg",strip,10 tablets,179.3,1
oflomac oz tablet 10s,ofloxacin-200mg + ornidazole-500mg,Strip | Tablet,10,179.0,1
oflomac solution 30ml,ofloxacin(50.0 mg),BOTTLE,30ml Oral Solution in Bottle,39.6,0
oflomac solution 60ml,ofloxacin(50.0 mg),BOTTLE,60ml Oral Solution in Bottle,72.6,0
oflomac suspension 30 ml,ofloxacin-50mg,Bottle | Suspension,30,43.5,0
oflomac suspension 30ml,ofloxacin 50 mg /5ml,Bottle SUSPENSION,30,39.6,0
oflomac suspension 60 ml,ofloxacin-50mg,Bottle | Suspension,60,72.5,0
oflomac tz 100mg tablet,ofloxacin-200mg + tinidazole-600mg,Strip | Tablet,10,115.5,1
oflomac tz 200 mg600 mg tablet,"ofloxacin 200mg,tinidazole 600mg",strip,600,87.5,1
oflomac tz 200 mg tablet 10s,ofloxacin-200mg + tinidazole-600mg,Strip | Tablet,10,115.5,1
oflomac tz 400mg tablet,ofloxacin-200mg + tinidazole-600mg,Strip | Tablet,10,115.5,1
oflomac tz strip of 10 tablets,tinidazole(600.0 mg) + ofloxacin(200.0 mg),STRIP,10 Tablet(s) in Strip,115.5,1
gutgain bottle of 5ml suspension pack of 10,bacillus clausii(2.0 b),BOTTLE,5ml Suspension in Bottle,490.0,0
gutgain oral suspension 5ml each,bacillus clausii (2billion spores),bottle,10.0 oral suspensions in 1 bottle,530.0,0
gutgain sachet 1gm,saccharomyces boulardii(5.0 billion cfu) + bacillus subtilis(1.0 billion cfu),SACHET,1g Granules in Sachet,54.0,0
gutgain suspension 10x5 ml,bacillus clausii-2billion spores,Packet | Suspension,10X5,530.0,0
insupen blue,insulin pen,Box | Injection,1,675.0,2
insupen gold,insulin pen,Box | Injection,1,675.0,2
insupen gold ease pen,human insulin(100.0 iu),DEVICE,1 Device(s) in Device,675.0,2
insupen probasalog refil 100iu 5x3ml initiation kit,insulin glargine-100iu,Box | Injection,1,3325.0,2
insupen pro plus insugen 3070 refil box of 1 injection,human insulin / soluble insulin(100.0 iu/ml),BOX,1 Injection(s) in Box,1450.0,2
insupen pro plus insugen 3070 refil initiation kit 5 x 3 ml,insulin human-100iu,Box | Injection,5 x 3,1299.0,2
zocon 005 gel 15gm,fluconazole-0.5% w/w,Tube | Gel,15,50.0,3
zocon 03 eye drops 5ml,fluconazole(0.3 %w/v),BOTTLE,5ml Eye Drop in Bottle,76.45,3
zocon 05 transgel,fluconazole(0.5 %),TUBE,15g Gel in Tube,51.44,3
zocon 1 bottle of 75gm dusting powder,clotrimazole(1.0 %),BOTTLE,75g Dusting Powder in Bottle,99.0,3
zocon 1 dusting powder 100gm,clotrimazole(1.0 %),BOTTLE,100g Dusting Powder in Bottle,130.65,3
zocon 1 dusting powder 50gm,clotrimazole(1.0 %),BOTTLE,50g Dusting Powder in Bottle,99.0,3
zocon 1ww soap 100gm,clotrimazole-1%w/w,Pack | Soap,100,133.0,3
zocon 100dt tab 1x4,fluconazole 100 mg,Strip,4,34.13,3
zocon 100 dt tablet,fluconazole 100mg,strip,100,34.95,3
zocon 150mg strip of 10 tablets,fluconazole(150.0 mg),STRIP,10 Tablet(s) in Strip,23.5,3
zocon 150mg strip of 2 tablets,fluconazole(150.0 mg),STRIP,2 Tablet(s) in Strip,24.04,3
zocon 150mg strip of 3 tablets,fluconazole(150.0 mg),STRIP,3 Tablet(s) in Strip,44.0,3
zocon 150mg strip of 6 tablets,fluconazole(150.0 mg),STRIP,6 Tablet(s) in Strip,81.04,3
zocon 150mg tablet 2s,fluconazole-150mg,Strip | Tablet,2,25.5,3
zocon 150mg tablet 3s,fluconazole 150 mg,STRIP,3 Tablet(s) in a Strip,36.15,3
zocon 150 tablet,fluconazole 150mg,strip,150,81.04,3
zocon 150 tablet 1s,fluconazole-150mg,Strip | Tablet,1,14.5,3
zocon150 tablet 3s,fluconazole-150mg,Strip | Tablet,3,44.0,3
zocon 150 tablet 6s,fluconazole-150mg,Strip | Tablet,6,81.0,3
zocon 150 tablet 6s,fluconazole 150 mg,STRIP,6 Tablet(s) in a Strip,72.31,3
zocon 2 ww dusting powder 75gm,fluconazole(2.0 %),BOTTLE,75g Oral Powder in Bottle,99.0,3
zocon 200mg strip of 2 tablets,fluconazole(200.0 mg),STRIP,2 Tablet(s) in Strip,39.08,3
zocon 200mg tab 1x2,fluconazole 200 mg,Strip,2,39.08,3
zocon 200mg tablet 2s,fluconazole 200 mg,STRIP,2 Tablet(s) in a Strip,34.88,3
zocon 200 tablet,fluconazole (200mg),strip,4.0 tablets in 1 strip,78.22,3
zocon200 tablet 2s,fluconazole-200mg,Strip | Tablet,2,39.0,3
zocon200 tablet 4s,fluconazole-200mg,Strip | Tablet,4,78.0,3
zocon 400mg strip of 1 tablet,fluconazole(400.0 mg),STRIP,1 Tablet(s) in Strip,33.3,3
zocon 400mg tab 1x1,fluconazole 400 mg,Strip,1,33.3,3
zocon 400mg tablet,fluconazole 400 mg,STRIP,1 Tablet(s) in a Strip,33.3,3
zocon 400 tablet,fluconazole (400mg),strip,1.0 Tablet in 1 strip,33.3,3
zocon 400 tablet 1s,fluconazole-400mg,Strip | Tablet,1,33.0,3
zocon 50 dt tab 1x4,fluconazole 50 mg,Strip,4,43.36,3
zocon 50 dt tablet,fluconazole (50mg),strip,4.0 tablet dt in 1 strip,43.36,3
zocon50 dt tablet 4s,fluconazole-50mg,Strip | Tablet,4,43.0,3
zocon as kit tab 1x1,azithromycin 1 gm + fluconazole 150 mg + secnidazole 1 gm,Strip TABLET,1,138.5,3
zocon as kit tablets,azithromycin(1.0 gm) + fluconazole(150.0 mg) + secnidazole(2.0 gm),STRIP,4 Tablet Combikit(s) in Strip,136.94,3
zocon as tablet,fluconazole (150mg) + azithromycin (1000mg) + secnidazole (1000mg),strip,4.0 tablets in 1 strip,138.5,3
zocon c 1 cream,clotrimazole(1.0 %w/w),TUBE,15g Cream in Tube,50.4,3
zocon c cream,clotrimazole 1% w/w,tube,30 gm,47.8,3
zocon c cream 15gm,clotrimazole 1 %,TUBE,15GM,50.4,3
zocon c cream 15 gm,clotrimazole-1%w/w,Tube | Cream,15,50.0,3
zocon drops 5ml,fluconazole-0.3% w/v,Bottle | Eye Drops,5,76.0,3
zocon dt 100mg strip of 4 tablets,fluconazole(100.0 mg),STRIP,4 Tablet(s) in Strip,34.13,3
zocon dt 100mg tablet 4s,fluconazole 100 mg,STRIP,4 Tablet(s) in a Strip,30.46,3
zocon dt 100 tablet 4s,fluconazole-100mg,Strip | Tablet,4,34.0,3
zocon dt 50mg strip of 4 tablets,fluconazole(50.0 mg),STRIP,4 Tablet(s) in Strip,43.36,3
zocon dt 50mg tablet 4s,fluconazole 50 mg,STRIP,4 Tablet(s) in a Strip,43.36,3
zocon dusting powder 100gm,clotrimazole 1 %,SACHET,100GM,130.65,3
zocon dusting powder 100 gm  clotrimazole  anti fungal  anti bacterial powder  treats fungal infection rashes  soothes skin irritation  chafing,clotrimazole-1%w/w,Bottle | Dusting Powder,100,130.5,3
zocon dusting powder 75gm,clotrimazole 1 %,SACHET,75GM,99.0,3
zocon dusting powder 75 gm,fluconazole-2%w/w,Bottle | Dusting Powder,75,130.5,3
zocon eye drops 5ml,fluconazole 0.3 %,DROPS,5ML,76.45,3
zocon eye drops 5ml,fluconazole 0.3 %w/v,Bottle,5,76.45,3
zocon inf 200mg infusion,fluconazole (200mg),bottle,100.0 ml in 1 bottle,70.78,3
zocon infusion,fluconazole(200.0 mg),INJECTION,100ml Infusion in Injection,70.78,3
zocon kz shampoo 5 ml,ketoconazole-2%w/v + zinc pyrithione-1%w/v,Tube | Shampoo,5,26.0,3
zocon kz shampoo 5ml,ketoconazole 2 %+zinc pyrithione 1 %,Bottle,5ML,23.9,3
zocon kz shampoo 5ml,pyrithione zinc(1.0 %) + ketoconazole(2.0 %),BOTTLE,5ml Shampoo in Bottle,26.29,3
zocon kz shampoo 60 ml,ketoconazole-2%w/v + zinc pyrithione-1%w/v,Bottle | Shampoo,60,279.0,3
zocon kz shampoo 60ml,pyrithione zinc(1.0 %) + ketoconazole(2.0 %),BOTTLE,60ml Shampoo in Bottle,279.4,3
zocon kz shampoo 60ml,ketoconazole 2 %+zinc pyrithione 1 %,CONTAINER,60ML,279.4,3
